planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
301675-adquisicion-utiles-oficinas-pac-ad-referendum-1;301675-adquisicion-utiles-oficina-u-n-c-pac-ad-referendum-1;301675-adquisicion-utiles-oficina-u-n-c-pac-ad-referendum-1;;;301675;ADQUISICIÓN DE ÚTILES DE OFICINA PARA LA U.N.C. PAC AD REFERÉNDUM;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Universidad Nacional de Concepción / Universidades Nacionales;ADJ;Adjudicada;25/1/2016 09:45;tradicional;29/2/2016 00:00;24/12/2015 09:09;
302033-alquiler-deposito-programa-ad-referendum-1;302033-alquiler-deposito-programa-ad-referendum-1;302033-alquiler-deposito-programa-ad-referendum-1;;;302033;ALQUILER DE DEPOSITO PARA EL PROGRAMA AD REFERENDUM;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Ministerio de Educación y Cultura / Poder Ejecutivo;ADJ;Adjudicada;29/12/2015 08:00;tradicional;31/1/2016 00:00;24/12/2015 08:59;
301801-servicios-limpieza-secretaria-nacional-cultura-1;301801-servicios-limpieza-secretaria-nacional-cultura-1;301801-servicios-limpieza-secretaria-nacional-cultura-1;;;301801;Servicios de Limpieza - Secretaría Nacional de Cultura;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Secretaria Nacional de Cultura / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;7/1/2016 11:00;tradicional;31/1/2016 00:00;24/12/2015 08:15;
301936-servicio-internet-fibra-optica-1;301936-servicio-internet-fibra-optica-1;301936-servicio-internet-fibra-optica-1;;;301936;Servicio de Internet por fibra Óptica ;CD - Contratación Directa;7 - Servicios Técnicos;Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;8/1/2016 09:00;tradicional;31/1/2016 00:00;24/12/2015 00:04;
288008-servicio-mantenimiento-repacion-sistema-electrico-y-o-aparatos-electricos;288008-servicio-mantenimiento-reparacion-sistema-electrico-y-o-aparatos-electricos-ad-refer-1;288008-servicio-mantenimiento-reparacion-sistema-electrico-y-o-aparatos-electricos-ad-refer-1;;;288008;SERVICIO DE MANTENIMIENTO Y REPARACION DEL SISTEMA ELECTRICO Y/O APARATOS ELECTRICOS - AD REFERENDUM;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Fondo Ganadero / Entidades Financieras Oficiales;ADJ;Adjudicada;7/1/2016 09:00;tradicional;30/11/2015 00:00;23/12/2015 23:02;
301887-contratacion-seguros-vehiculares-todo-riesgo-parque-automotor-gobernacion-misiones-1;301887-contratacion-seguros-vehiculares-parque-automotor-gobernacion-misiones-ano-2016-ad-1;301887-contratacion-seguros-vehiculares-parque-automotor-gobernacion-misiones-ano-2016-ad-1;;;301887;CONTRATACION DE SEGUROS VEHICULARES DEL PARQUE AUTOMOTOR DE LA GOBERNACION DE MISIONES AÑO 2016 (AD REFERENDUM);CD - Contratación Directa;6 - Seguros;Gobierno Departamental de Misiones / Gobiernos Departamentales;ADJ;Adjudicada;4/1/2016 07:05;tradicional;31/1/2016 00:00;23/12/2015 23:00;
301541-adquisicion-uniformes-guarderia-ministerio-publico-1;301541-adquisicion-uniformes-guarderia-ministerio-publico-ad-referendun-1;301541-adquisicion-uniformes-guarderia-ministerio-publico-ad-referendun-1;;;301541;ADQUISICION DE UNIFORMES PARA LA GUARDERIA DEL MINISTERIO PUBLICO - AD REFERENDUN;CD - Contratación Directa;10 - Textiles, vestuarios y calzados;Ministerio Público - Fiscalía / Poder Judicial;ADJ;Adjudicada;13/1/2016 09:00;tradicional;31/12/2015 00:00;23/12/2015 22:23;
;;287447-alquiler-edificio-benjamin-constant-1;;;287447;Alquiler del Edificio Benjamín Constant ;CE - Contratación por Excepción;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;30/12/2014 10:15;licitacion_sin_difusion;31/12/2015 00:00;23/12/2015 20:00;
300179-servicio-alquiler-fotocopiadora-1;300179-servicio-alquiler-fotocopiadora-1;300179-servicio-alquiler-fotocopiadora-1;;;300179;Servicio de alquiler de fotocopiadora ;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;5/1/2016 10:00;tradicional;31/10/2015 00:00;23/12/2015 17:53;
300889-servicio-ceremonial-1;300889-servicio-ceremonial-1;300889-servicio-ceremonial-1;;;300889;Servicio de Ceremonial;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;ADJ;Adjudicada;11/1/2016 08:20;tradicional;30/11/2015 00:00;23/12/2015 17:50;
301502-adquisicion-insumos-elaboracion-carnet-1;301502-adquisicion-insumos-elaboracion-carnet-1;301502-adquisicion-insumos-elaboracion-carnet-1;;;301502;ADQUISICION DE INSUMOS PARA LA ELABORACION DE CARNET;LPN - Licitación Pública Nacional;16 - Productos quimicos;Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;26/1/2016 09:15;tradicional;31/3/2016 00:00;23/12/2015 16:49;
301639-servicios-prevencion-incendios-1;301639-vex227-servicios-prevencion-incendios-1;301639-vex227-servicios-prevencion-incendios-1;;;301639;Vex227_Servicios de Prevención de Incendios;CE - Contratación por Excepción;7 - Servicios Técnicos;Administración Nacional de Electricidad / Empresas Públicas;ADJ;Adjudicada;5/1/2016 10:00;tradicional;31/12/2015 00:00;23/12/2015 15:48;
300167-provision-botellones-agua-1;300167-provision-botellones-agua-1;300167-provision-botellones-agua-1;;;300167;Provisión de botellones de agua;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Congreso Nacional / Poder Legislativo;ADJ;Adjudicada;5/1/2016 09:00;tradicional;31/10/2015 00:00;23/12/2015 15:34;
300728-servicio-mantenimiento-preventivo-correctivo-grupo-generador-energia-electrica-facul-1;300728-servicio-mantenimiento-preventivo-correctivo-grupo-generador-energia-electrica-facul-1;300728-servicio-mantenimiento-preventivo-correctivo-grupo-generador-energia-electrica-facul-1;;;300728;Servicio de Mantenimiento Preventivo y Correctivo del Grupo Generador de Energia Electrica para la Facultad de Derecho UNA;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Derecho y Ciencias Sociales / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;12/1/2016 10:00;tradicional;30/11/2015 00:00;23/12/2015 15:24;
301313-servicio-mantenimiento-preventivo-correctivo-aires-precision-datacenter-subsecretari-1;301313-servicio-mantenimiento-preventivo-correctivo-aires-precision-datacenter-subsecretari-1;301313-servicio-mantenimiento-preventivo-correctivo-aires-precision-datacenter-subsecretari-1;;;301313;SERVICIO PARA MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS AIRES DE PRECISIÓN DEL DATACENTER DE LA SUBSECRETARÍA DE ESTADO DE TRIBUTACIÓN DEL MINISTERIO DE HACIENDA;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Dirección Nacional de Ingresos Tributarios / Entes Autónomos y Autárquicos;ADJ;Adjudicada;4/2/2016 09:00;tradicional;31/1/2016 00:00;23/12/2015 14:53;
300393-adquisicion-sistema-video-vigilancia-1;300393-lco-122-2016-adquisicion-sistema-video-vigilancia-ad-referendum-1;;;;300393;LCO 122/2015 - ADQUISICION DE SISTEMA DE VIDEO VIGILANCIA - AD REFERENDUM;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Banco Central del Paraguay / Banca Central del Estado;CAN;Anulada o Cancelada;17/2/2016 09:30;tradicional;31/10/2015 00:00;23/12/2015 14:52;
301489-servicio-conexion-red-internet-1;301489-servicio-conexion-red-internet-1;301489-servicio-conexion-red-internet-1;;;301489;Servicio de conexión a la red internet;CD - Contratación Directa;7 - Servicios Técnicos;Universidad Nacional del Este / Universidades Nacionales;ADJ;Adjudicada;20/1/2016 08:00;tradicional;31/1/2016 00:00;23/12/2015 14:51;
301886-servicio-montaje-stand-feria-internacional-fitur-2016-1;301886-servicio-montaje-stand-feria-internacional-fitur-2016-1;301886-servicio-montaje-stand-feria-internacional-fitur-2016-1;;;301886;Servicio de Montaje de Stand para la Feria Internacional - FITUR 2016.-;CO - Concurso de Ofertas;7 - Servicios Técnicos;Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;6/1/2016 08:00;tradicional;31/1/2016 00:00;23/12/2015 13:16;
301528-servicio-mantenimiento-reparacion-ascensor-1;301528-servicio-mantenimiento-reparacion-ascensor-1;301528-servicio-mantenimiento-reparacion-ascensor-1;;;301528;SERVICIO DE MANTENIMIENTO Y REPARACION DE ASCENSOR;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Relaciones Exteriores / Poder Ejecutivo;ADJ;Adjudicada;4/1/2016 10:00;tradicional;30/11/2015 00:00;23/12/2015 11:54;
301049-mantenimiento-ascensores-1;301049-mantenimiento-ascensores-ad-referendum-1;301049-mantenimiento-ascensores-ad-referendum-1;;;301049;MANTENIMIENTO DE ASCENSORES - AD REFERENDUM ;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;ADJ;Adjudicada;5/1/2016 10:00;tradicional;31/12/2015 00:00;23/12/2015 11:49;
301949-servicios-publicaciones-prensa-escrita-1;301949-servicios-publicaciones-prensa-escrita-1;301949-servicios-publicaciones-prensa-escrita-1;;;301949;SERVICIOS DE PUBLICACIONES EN PRENSA ESCRITA;CD - Contratación Directa;8 - Publicidad y Propaganda;Consejo de la Magistratura / Poder Judicial;ADJ;Adjudicada;13/1/2016 09:30;tradicional;31/12/2015 00:00;23/12/2015 08:14;
301969-demolicion-bloque-2-ministerio-publico-ad-referendum-1;301969-demolicion-bloque-2-ministerio-publico-ad-referendum-1;301969-demolicion-bloque-2-ministerio-publico-ad-referendum-1;;;301969;DEMOLICION DEL BLOQUE 2 DEL MINISTERIO PUBLICO - AD REFERENDUM;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Ministerio Público - Fiscalía / Poder Judicial;ADJ;Adjudicada;5/2/2016 09:00;tradicional;31/12/2015 00:00;23/12/2015 08:08;
291564-mantenimiento-reparacion-lineas-telefonicas;291564-locacion-inmueble-determinado-sede-secretaria-repatriados-1;291564-locacion-inmueble-determinado-sede-secretaria-repatriados-1;;;291564;LOCACION DE INMUEBLE DETERMINADO PARA LA SEDE DE LA SECRETARIA DE REPATRIADOS;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;30/12/2015 09:00;tradicional;31/12/2015 00:00;23/12/2015 08:01;
;;;328-2015-expresion-interes-fc-sbcc-bid-bnf-n-3-2015-fiscalizacion-obras-3-nuevas-construcci;;328;Expresión de interés de la FC-SBCC BID BNF N° 3/2015 para la Fiscalización de Obras para 3 Nuevas Construcciones y Mejora de 3 Sucursales;SBCC - Selección basada en la calidad y el costo ;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Banco Nacional de Fomento  / Entidades Financieras Oficiales;EVAL;En Evaluacion (Cerrada);18/1/2016 11:00;precalificacion;;23/12/2015 00:00;
301843-consultoria-fiscalizacion-obras-gobernacion-misiones-ano-2016-ad-referendum-1;301843-consultoria-fiscalizacion-obras-gobernacion-misiones-ano-2016-ad-referendum-1;301843-consultoria-fiscalizacion-obras-gobernacion-misiones-ano-2016-ad-referendum-1;;;301843;CONSULTORIA PARA FISCALIZACION DE OBRAS DE LA GOBERNACION DE MISIONES AÑO 2016 (AD REFERENDUM);CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Gobierno Departamental de Misiones / Gobiernos Departamentales;ADJ;Adjudicada;4/1/2016 07:05;tradicional;31/12/2015 00:00;22/12/2015 15:42;
301474-consultoria-economica-financiera-ssee-1;301474-consultoria-economica-financiera-ssee-1;301474-consultoria-economica-financiera-ssee-1;;;301474;CONSULTORIA ECONOMICA Y FINANCIERA PARA LA SSEE;CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Ministerio de Economía y Finanzas / Poder Ejecutivo;ADJ;Adjudicada;4/1/2016 10:00;tradicional;31/1/2016 00:00;22/12/2015 14:55;
301497-adquisicion-muebles-juzgados-civil-comercial-sbe-ad-referendum-1;301497-adquisicion-muebles-juzgados-civil-comercial-sbe-ad-referendum-1;301497-adquisicion-muebles-juzgados-civil-comercial-sbe-ad-referendum-1;;;301497;ADQUISICION DE MUEBLES PARA JUZGADOS CIVIL Y COMERCIAL - SBE - AD REFERENDUM;LPN - Licitación Pública Nacional;23 - Muebles y Enseres;Corte Suprema de Justicia / Poder Judicial;ADJ;Adjudicada;7/1/2016 08:00;tradicional;31/12/2015 00:00;22/12/2015 14:37;
298759-construccion-canaletas-cielo-abierto-convenio-canindeyu-este-1;298759-construccion-canaletas-cielo-abierto-convenio-canindeyu-este-1;298759-construccion-canaletas-cielo-abierto-convenio-canindeyu-este-1;;;298759;CONSTRUCCIÓN DE CANALETAS A CIELO ABIERTO (CONVENIO CANINDEYU ESTE);CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de la Paloma del Espiritu Santo / Municipalidades;ADJ;Adjudicada;7/1/2016 07:30;tradicional;31/12/2015 00:00;22/12/2015 14:20;
302016-locacion-inmueble-1;302016-locacion-inmueble-1;302016-locacion-inmueble-1;;;302016;LOCACION DE INMUEBLE;LC - Locación de Inmuebles;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;ADJ;Adjudicada;30/12/2015 08:00;tradicional;31/12/2015 00:00;22/12/2015 10:31;
288276-servicio-publicacion-propaganda-medios-prensa-ad-referendum;288276-servicio-publicacion-propaganda-medios-prensa-ad-referendum-1;288276-servicio-publicacion-propaganda-medios-prensa-ad-referendum-1;;;288276;SERVICIO DE PUBLICACION Y PROPAGANDA EN MEDIOS DE PRENSA - AD REFERENDUM;CD - Contratación Directa;8 - Publicidad y Propaganda;Fondo Ganadero / Entidades Financieras Oficiales;ADJ;Adjudicada;7/1/2016 14:00;tradicional;30/11/2015 00:00;22/12/2015 09:40;
300184-servicio-mantenimiento-limpieza-sanitario-movil-1;300184-servicio-mantenimiento-limpieza-sanitario-movil-1;300184-servicio-mantenimiento-limpieza-sanitario-movil-1;;;300184;Servicio de mantenimiento y limpieza de sanitario movil;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Honorable Cámara de Senadores / Poder Legislativo;ADJ;Adjudicada;12/1/2016 10:00;tradicional;31/10/2015 00:00;21/12/2015 18:58;
301156-mantenimientos-reparaciones-vehiculos-1;301156-mantenimientos-reparaciones-vehiculos-ad-referendum-1;301156-mantenimientos-reparaciones-vehiculos-ad-referendum-1;;;301156;MANTENIMIENTOS Y REPARACIONES DE VEHICULOS - AD REFERENDUM;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Consejo de la Magistratura / Poder Judicial;ADJ;Adjudicada;8/1/2016 10:15;tradicional;30/11/2015 00:00;21/12/2015 18:57;
;;299797-adquisicion-insumos-parada-horno-1;;;299797;Adquisición de Insumos para Parada de Horno;CE - Contratación por Excepción;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Industria Nacional del Cemento / Empresas Públicas;ADJ;Adjudicada;27/10/2015 09:15;licitacion_sin_difusion;30/11/2015 00:00;21/12/2015 18:49;
301216-seguro-edificio-contenido-1;301216-seguro-edificio-contenido-1;301216-seguro-edificio-contenido-1;;;301216;Seguro de edificio y contenido;CD - Contratación Directa;6 - Seguros;Facultad de Odontologia / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;11/1/2016 09:00;tradicional;30/11/2015 00:00;21/12/2015 16:43;
298605-adquisicion-repuestos-bombas-compresores-1;298605-adquisicion-repuestos-bombas-compresores-1;298605-adquisicion-repuestos-bombas-compresores-1;;;298605;Adquisicion de Repuestos para Bombas y Compresores;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Industria Nacional del Cemento / Empresas Públicas;ADJ;Adjudicada;21/1/2016 10:00;tradicional;31/12/2015 00:00;21/12/2015 16:43;
285462-servicios-fumigacion-edificio-palacio-gobierno-ad-referendum-pgn-2015;285462-cd-n-71-2014-servicios-fumigacion-edificio-palacio-gobierno-ad-referendum-pgn-2016-3,285462-cd-n-71-2014-servicios-fumigacion-edificio-palacio-gobierno-ad-referendum;285462-cd-n-71-2014-servicios-fumigacion-edificio-palacio-gobierno-ad-referendum-pgn-2016-1;;;285462;CD N° 71/2014 SERVICIOS DE FUMIGACION DEL EDIFICIO DEL PALACIO DE GOBIERNO. AD REFERENDUM AL PGN 2016;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Ministerio de Obras Públicas y Comunicaciones / Poder Ejecutivo;ADJ;Adjudicada;13/1/2016 08:00;tradicional;30/11/2015 00:00;21/12/2015 16:42;
301684-adquisicion-resmas-papel-caracter-sustentable-pad-ad-referendum-1;301684-adquisicion-resmas-papel-caracter-sustentable-pad-ad-referendum-1;301684-adquisicion-resmas-papel-caracter-sustentable-pad-ad-referendum-1;;;301684;ADQUISICIÓN DE RESMAS DE PAPEL CON CARÁCTER SUSTENTABLE - PAD AD REFERENDUM;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Universidad Nacional de Concepción / Universidades Nacionales;ADJ;Adjudicada;25/1/2016 10:45;tradicional;31/12/2016 00:00;21/12/2015 16:28;
301625-adquisicion-articulos-ferreteria-1;301625-adquisicion-articulos-ferreteria-1;301625-adquisicion-articulos-ferreteria-1;;;301625;Adquisición de Artículos de Ferretería;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Pedro Juan Caballero / Municipalidades;ADJ;Adjudicada;30/12/2015 09:30;tradicional;31/12/2015 00:00;21/12/2015 16:11;
301620-adquisicion-papel-oficina-computacion-1;301620-adquisicion-papel-oficina-computacion-1;301620-adquisicion-papel-oficina-computacion-1;;;301620;Adquisición de Papel para Oficina y Computación;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Municipalidad de Pedro Juan Caballero / Municipalidades;ADJ;Adjudicada;30/12/2015 07:30;tradicional;31/12/2015 00:00;21/12/2015 16:09;
